PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In ,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,lon,lat,attendance,el_cat,hi_cat
7850,392793,4.21899E+11,126515001,5050,505,PHILADELPHIA MILITARY ACADEMY,Philadelphia Military Academy,PMA,2005,HIGH,CITYWIDE,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,5,N/A,2118 N. 13TH ST.,PHILADELPHIA,PA,19122,215-684-5091,215-684-5507,www.philasd.org/schools/pma,PATRICIA RANDZO,AUTONOMY NETWORK,JURATE KROKYS,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1543462,39.985854,313,FALSE,TRUE
3842,393355,4.21899E+11,126515001,5060,506,"MASTBAUM, JULES E. HIGH SCHOOL",Jules E. Mastbaum Area Vocational Technical High School,Mastbaum,1929,HIGH,CITYWIDE,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,COMPREHENSIVE,1,FOCUS,1,N/A,3116 FRANKFORD AVE.,PHILADELPHIA,PA,19134,215-291-4703,215-291-5657,www.philasd.org/schools/mastbaum,WARREN BOWMAN,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1123236,39.9927096,683,FALSE,TRUE
6548,393416,4.21899E+11,126515001,5070,507,PARKWAY-NORTHWEST HIGH SCHOOL,Parkway Northwest High School,Parkway N.W.,1960,HIGH,SPECIAL ADMIT,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,9,N/A,6200 CRITTENDEN ST.,PHILADELPHIA,PA,19138,215-400-3390,215-400-3391,www.philasd.org/schools/parkwaynw/,GINA STEINER,NEIGHBORHOOD NETWORK 6,JERMALL WRIGHT,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1653234,40.0563521,220,FALSE,TRUE
7782,393448,4.21899E+11,126515001,5080,508,PARKWAY CENTER CITY HIGH SCHL,Parkway Center City High School,Parkway C.C.,2005,HIGH,SPECIAL ADMIT,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,REWARD (HIGH ACHIEVEMENT),5,N/A,540 N. 13TH ST.,PHILADELPHIA,PA,19123,215-351-7095,215-351-7097,www.philasd.org/schools/parkwaycc,"KARREN DUNKLEY, FRANK GRANDIZIO",AUTONOMY NETWORK,JURATE KROKYS,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1594632,39.9629424,554,FALSE,TRUE
7808,393428,4.21899E+11,126515001,5090,509,PARKWAY WEST HIGH SCHOOL,Parkway West High School,Parkway W.,2004,HIGH,SPECIAL ADMIT,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,3,N/A,4725 FAIRMOUNT AVE.,PHILADELPHIA,PA,19139,215-581-5510,215-581-5600,www.philasd.org/schools/parkwaywest,KATHLEEN MC CLADDIE,NEIGHBORHOOD NETWORK 2,RAHSHENE DAVIS-BOWIE,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.2158736,39.9646988,291,FALSE,TRUE
7070,393343,4.21899E+11,126515001,5150,515,"BODINE, WILLIAM W. HIGH SCHOOL",William W. Bodine High School,Bodine,1935,HIGH,SPECIAL ADMIT,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,REWARD (HIGH ACHIEVEMENT),5,N/A,1101 N. 4TH ST.,PHILADELPHIA,PA,19123,215-351-7332,215-351-7370,www.philasd.org/schools/bodine,KAREN THOMAS,AUTONOMY NETWORK,JURATE KROKYS,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1430791,39.9682035,446,FALSE,TRUE
8293,393234,4.21899E+11,126515001,5160,516,PENN TREATY HIGH SCHOOL,Penn Treaty High School,Penn Treaty,2013,MIDDLEHIGH,NEIGHBORHOOD,'06-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,PRIORITY,5,N/A,600 E. THOMPSON ST.,PHILADELPHIA,PA,19125,215-291-4715,215-291-5172,www.philasd.org/schools/penntreaty,SAMUEL HOWELL,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,0,0,0,0,0,0,1,1,1,1,1,1,1,-75.1269912,39.972831,493,FALSE,TRUE
7175,N/A,4.21899E+11,126515001,5170,517,"DEBURGOS, J. ELEMENTARY",Julia de Burgos School,De Burgos,1903,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,N/A,401 W. LEHIGH AVE.,PHILADELPHIA,PA,19133,215-291-4065,215-291-4084,www.philasd.org/schools/deburgos,MARITZA HERNANDEZ,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1386673,39.9925631,844,TRUE,FALSE
7256,N/A,4.21899E+11,126515001,5200,520,"ADAIRE, ALEXANDER SCHOOL",Alexander Adaire School,Adaire,1957,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,5,N/A,1300 E. PALMER ST.,PHILADELPHIA,PA,19125,215-291-4712,215-291-6350,www.philasd.org/schools/adaire,ANNA JENKINS,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1303155,39.9724922,355,TRUE,FALSE
3684,N/A,4.21899E+11,126515001,5210,521,"BROWN, HENRY A. SCHOOL",Henry A. Brown School,Henry Brown,1959,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,1,N/A,1946 E. SERGEANT ST.,PHILADELPHIA,PA,19125,215-291-4717,215-291-5836,www.philasd.org/schools/habrown,CONNIE CARNIVALE,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1273561,39.9863767,537,TRUE,FALSE
6525,N/A,4.21899E+11,126515001,5230,523,"CONWELL, RUSSELL MIDDLE SCHOOL",Russell H. Conwell School,Conwell,1926,MIDDLE,SPECIAL ADMIT,'05-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,N/A,1849 E. CLEARFIELD ST.,PHILADELPHIA,PA,19134,215-291-4722,215-291-5019,www.philasd.org/schools/conwell,ERICA GREEN,AUTONOMY NETWORK,JURATE KROKYS,0,0,0,0,0,1,1,1,1,0,0,0,0,-75.1145844,39.9944352,490,TRUE,FALSE
3687,N/A,4.21899E+11,126515001,5250,525,"DUNBAR, PAUL L. SCHOOL",Paul L. Dunbar School,Dunbar,1932,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,TURNAROUND,2010-2011,N/A,N/A,1,FOCUS,5,N/A,1750 N. 12TH ST.,PHILADELPHIA,PA,19122,215-684-5065,215-684-8945,www.philasd.org/schools/dunbar,DAWN MOORE,TURNAROUND NETWORK,ERIC BECOATS,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.154082,39.9792737,312,TRUE,FALSE
3688,N/A,4.21899E+11,126515001,5260,526,"ELKIN, LEWIS SCHOOL",Lewis Elkin School,Elkin,1973,ELEMENTARY,NEIGHBORHOOD,'00-04',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,3199 D ST.,PHILADELPHIA,PA,19134,215-291-4701,215-291-4876,www.philasd.org/schools/elkin,"XIMENA CARRENO, EVELYN NUNEZ",NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,0,0,0,0,0,0,0,0,-75.1209281,39.996953,863,TRUE,FALSE
5120,N/A,4.21899E+11,126515001,5300,530,"HACKETT, HORATIO B. SCHOOL",Horatio B. Hackett School,Hackett,1969,ELEMENTARY,NEIGHBORHOOD,'00-05',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,2161 E. YORK ST.,PHILADELPHIA,PA,19125,215-291-4706,215-291-4169,www.philasd.org/schools/hackett,TODD KIMMEL,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,1,1,1,1,1,1,0,0,0,0,0,0,0,-75.1266263,39.9812591,366,TRUE,FALSE
5125,N/A,4.21899E+11,126515001,5320,532,"HARTRANFT, JOHN F. SCHOOL",John F. Hartranft School,Hartranft,1968,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,5,N/A,720 W. CUMBERLAND ST.,PHILADELPHIA,PA,19133,215-684-5088,215-765-6515,www.philasd.org/schools/hartranft,JASON LYTLE,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1454171,39.9892077,499,TRUE,FALSE
3693,N/A,4.21899E+11,126515001,5330,533,"HUNTER, WILLIAM H. SCHOOL",William H. Hunter School,Hunter,1909,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,2400 N. FRONT ST.,PHILADELPHIA,PA,19133,215-291-4710,215-291-5177,www.philasd.org/schools/hunter,ALBERTO RIVERA-RIVERA,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.132282,39.9868638,544,TRUE,FALSE
3694,N/A,4.21899E+11,126515001,5340,534,"LUDLOW, JAMES R. SCHOOL",James R. Ludlow School,Ludlow,1927,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,5,N/A,550 W. MASTER ST.,PHILADELPHIA,PA,19122,215-684-5060,215-684-4387,www.philasd.org/schools/ludlow,CAROL WILLIAMS,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1457592,39.9725165,331,TRUE,FALSE
5293,N/A,4.21899E+11,126515001,5350,535,"MCKINLEY, WILLIAM SCHOOL",William McKinley School,McKinley,1970,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,2101 N. ORKNEY ST.,PHILADELPHIA,PA,19122,215-291-4702,215-291-5613,www.philasd.org/schools/mckinley,MARILYN MEJIA,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1412213,39.9834805,496,TRUE,FALSE
3697,N/A,4.21899E+11,126515001,5370,537,"MOFFET, JOHN SCHOOL",John Moffet School,Moffet,1973,ELEMENTARY,NEIGHBORHOOD,'00-05',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,N/A,127 W. OXFORD ST.,PHILADELPHIA,PA,19122,215-291-4721,215-291-5190,www.philasd.org/schools/moffet,CARMEN NAVARRO,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,0,0,0,0,0,0,0,-75.1359515,39.9748408,361,TRUE,FALSE
5121,N/A,4.21899E+11,126515001,5390,539,POTTER-THOMAS SCHOOL,Potter-Thomas School,Potter-Thomas,1967,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,TURNAROUND,2010-2011,N/A,N/A,1,PRIORITY,7,N/A,3001 N. 6TH ST.,PHILADELPHIA,PA,19133,215-227-4423,215-227-7196,www.philasd.org/schools/potterthomas,DYWONNE DAVIS-HARRIS,TURNAROUND NETWORK,ERIC BECOATS,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1408069,39.9970315,634,TRUE,FALSE
3701,N/A,4.21899E+11,126515001,5400,540,RICHMOND SCHOOL,Richmond School,Richmond,1929,ELEMENTARY,NEIGHBORHOOD,'00-05',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,2944 BELGRADE ST.,PHILADELPHIA,PA,19134,215-291-4718,215-291-4141,www.philasd.org/schools/richmond,SUSAN ROZANSKI,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,1,1,1,1,1,1,0,0,0,0,0,0,0,-75.1105702,39.9835529,679,TRUE,FALSE
3702,N/A,4.21899E+11,126515001,5410,541,"SHEPPARD, ISAAC A. SCHOOL",Isaac A. Sheppard School,Sheppard,1898,ELEMENTARY,NEIGHBORHOOD,'00-04',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,120 W. CAMBRIA ST.,PHILADELPHIA,PA,19133,215-291-4711,215-291-4156,www.philasd.org/schools/sheppard,MARISOL RIVERA RODRIGUEZ,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,0,0,0,0,0,0,0,0,-75.1316199,39.9937178,223,TRUE,FALSE
3703,N/A,4.21899E+11,126515001,5420,542,"WELSH, JOHN SCHOOL",John Welsh School,Welsh,1966,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,2331 N. 4TH ST.,PHILADELPHIA,PA,19133,215-291-4708,215-291-4153,www.philasd.org/schools/welsh,DIANA GARCIA,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1393057,39.9866835,454,TRUE,FALSE
6823,N/A,4.21899E+11,126515001,5430,543,AMY 5 AT JAMES MARTIN,Alternative Middle Years at James Martin ,AMY at Martin,1985,MIDDLE,CITYWIDE,'06-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,6,N/A,3380 RICHMOND ST.,PHILADELPHIA,PA,19134,215-291-4172,215-291-5180,www.philasd.org/schools/martin,PAULA FURMAN,AUTONOMY NETWORK,JURATE KROKYS,0,0,0,0,0,0,1,1,1,0,0,0,0,-75.0970618,39.9854222,417,TRUE,FALSE
6544,N/A,4.21899E+11,126515001,5440,544,"WILLARD, FRANCES E. SCHOOL",Frances E. Willard School,Willard,1907,ELEMENTARY,NEIGHBORHOOD,'00-04',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,1930 E. ELKHART ST.,PHILADELPHIA,PA,19134,215-291-4714,215-291-4161,www.philasd.org/schools/willard,RON REILLY,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,1,1,1,1,1,0,0,0,0,0,0,0,0,-75.1158183,39.9930952,756,TRUE,FALSE
5123,N/A,4.21899E+11,126515001,5470,547,"CRAMP, WILLIAM SCHOOL",William Cramp School,Cramp,1969,ELEMENTARY,NEIGHBORHOOD,'00-05',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,2016-2017,N/A,1,FOCUS,7,N/A,3449 N. MASCHER ST.,PHILADELPHIA,PA,19140,215-291-4704,215-291-5694,www.philasd.org/schools/cramp,DEANDA LOGAN,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,1,0,0,0,0,0,0,0,-75.1300927,40.0022693,573,TRUE,FALSE
3645,N/A,4.21899E+11,126515001,5480,548,"KEARNY, GEN. PHILIP SCHOOL",General Philip Kearny School,Kearny,1898,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,5,N/A,601 FAIRMOUNT AVE.,PHILADELPHIA,PA,19123,215-351-7343,215-351-7129,www.philasd.org/schools/kearny,SABRINA SCOTT FEGGINS,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.148157,39.963871,447,TRUE,FALSE
7404,N/A,4.21899E+11,126515001,5490,549,CAYUGA SCHOOL,Cayuga School,Cayuga,1950,ELEMENTARY,NEIGHBORHOOD,'00-05',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,PRIORITY,7,N/A,4344-4358 N. 5TH ST.,PHILADELPHIA,PA,19140,215-456-3167,215-456-5622,www.philasd.org/schools/cayuga,JASON CARRION,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,1,0,0,0,0,0,0,0,-75.1352959,40.0178298,445,TRUE,FALSE
7521,N/A,4.21899E+11,126515001,5500,550,"MARSHALL, THURGOOD SCHOOL",Thurgood Marshall School,Thurgood Marshall,1997,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,8,N/A,5120 N. 6TH ST.,PHILADELPHIA,PA,19120,215-456-0170,215-456-0187,www.philasd.org/schools/tmarshall,KEITH ARRINGTON,NEIGHBORHOOD NETWORK 7,RANDI KLEIN-DAVILA,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1346537,40.0303163,775,TRUE,FALSE
7852,392798,4.21899E+11,126515001,5520,552,KENSINGTON CAPA,Kensington High School for Creative and Performing Arts,Kensington CAPA,2005,HIGH,NEIGHBORHOOD,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,PROGRAMS,1,PRIORITY,7,N/A,1901 N. FRONT ST.,PHILADELPHIA,PA,19122,215-291-5010,215-291-6334,http://kensingtoncapa.wix.com/kcapa,LISETTE AGOSTO-CINTRON,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1333669,39.9778139,504,FALSE,TRUE
3800,N/A,4.21899E+11,126515001,5530,553,"SHERIDAN, PHILIP H. SCHOOL",Philip H. Sheridan School,Sheridan,1899,ELEMENTARY,NEIGHBORHOOD,'00-04',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,PRIORITY,7,N/A,800 E. ONTARIO ST.,PHILADELPHIA,PA,19134,215-291-4724,215-291-5615,www.philasd.org/schools/sheridan,AWILDA BALBUENA,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,1,1,1,1,1,0,0,0,0,0,0,0,0,-75.1142195,39.9994083,755,TRUE,FALSE
7855,392792,4.21899E+11,126515001,5550,555,KENSINGTON HEALTH SCIENCES,Kensington Health Sciences Academy,Kensington Health,2001,HIGH,NEIGHBORHOOD,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,2016-2017,PROGRAMS,1,PRIORITY,1,N/A,2463 EMERALD ST.,PHILADELPHIA,PA,19125,215-291-5185,215-291-6320,www.philasd.org/schools/kensingtonhealthsciences,JAMES WILLIAMS,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1284348,39.9846085,440,FALSE,TRUE
3655,N/A,4.21899E+11,126515001,5560,556,SPRING GARDEN SCHOOL,Spring Garden School,Spring Garden,1928,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,5,N/A,1146 MELON ST.,PHILADELPHIA,PA,19123,215-684-5070,215-684-5059,www.philasd.org/schools/springgarden,LAUREAL ROBINSON,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1561798,39.9650262,277,TRUE,FALSE
5124,N/A,4.21899E+11,126515001,5590,559,"WEBSTER, JOHN H. SCHOOL",John H. Webster School,Webster,1968,ELEMENTARY,NEIGHBORHOOD,'00-05',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,1,N/A,3400 FRANKFORD AVE.,PHILADELPHIA,PA,19134,215-537-2525,215-537-2517,www.philasd.org/schools/webster,SHERRI ARABIA,NEIGHBORHOOD NETWORK 5,JOSE LEBRON,1,1,1,1,1,1,0,0,0,0,0,0,0,-75.1050962,39.9963311,881,TRUE,FALSE
8332,393573,4.21899E+11,126515001,5610,561,BUILDING 21,Building 21,Building 21,2014,HIGH,CITYWIDE,'09-11','09-12',1,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,0,N/A,5,N/A,2000 N. 7TH ST.,PHILADELPHIA,PA,19122,215-684-2030,215-684-2172,www.philasd.org/schools/building21,LAURA SHUBILLA,INNOVATION NETWORK,CHRIS LEHMANN,0,0,0,0,0,0,0,0,0,1,1,1,0,-75.1460195,39.9818121,292,FALSE,TRUE
8329,393574,4.21899E+11,126515001,5620,562,THE U SCHOOL,The U School,U School,2014,HIGH,CITYWIDE,'09-11','09-12',1,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,0,N/A,5,N/A,2000 N. 7TH ST.,PHILADELPHIA,PA,19122,215-684-3266,215-684-2476,www.philasd.org/schools/uschool,NEIL GEYETTE,INNOVATION NETWORK,CHRIS LEHMANN,0,0,0,0,0,0,0,0,0,1,1,1,0,-75.1460377,39.9818142,169,FALSE,TRUE
8331,393572,4.21899E+11,126515001,5660,566,THE LINC,The LINC,LINC,2014,HIGH,CITYWIDE,'09-11','09-12',1,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,0,N/A,7,N/A,122 W. ERIE AVE.,PHILADELPHIA,PA,19140,215-291-5432,215-291-5449,www.philasd.org/schools/thelinc,BRIDGET BUJAK,INNOVATION NETWORK,CHRIS LEHMANN,0,0,0,0,0,0,0,0,0,1,1,1,0,-75.1299424,40.0067211,209,FALSE,TRUE
7522,N/A,4.21899E+11,126515001,5680,568,"MUNOZ-MARIN, HON LUIS SCHOOL",Honorable Luis Munoz-Marin School,Munoz-Marin,1997,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,TURNAROUND,2016-2017,N/A,N/A,1,FOCUS,7,N/A,3300 N. 3RD ST.,PHILADELPHIA,PA,19140,215-291-8825,215-291-8845,www.philasd.org/schools/marin,ARIEL LAJARA,TURNAROUND NETWORK,ERIC BECOATS,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1359308,40.0017772,692,TRUE,FALSE
8388,N/A,N/A,126515001,5700,570,KENSINGTON HIGH SCHOOL,Kensington High School,Kensington H.S.,2016,HIGH,NEIGHBORHOOD,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,PROGRAMS,N/A,N/A,1,N/A,2501 CORAL ST.,PHILADELPHIA,PA,19125,215-400-7700,215-400-7701,www.philasd.org/schools/kensington,"RENATO LAJARA, JOSE LEBRON",NEIGHBORHOOD NETWORK 5,JOSE LEBRON,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1263108,39.983958,885,FALSE,TRUE
3848,393275,4.21899E+11,126515001,6010,601,CENTRAL HIGH SCHOOL,Central High School,Central,1939,HIGH,SPECIAL ADMIT,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,REWARD (HIGH ACHIEVEMENT),8,N/A,1700 W. OLNEY AVE.,PHILADELPHIA,PA,19141,215-276-5262,215-276-4721,www.centralhigh.net,TIMOTHY MCKENNA,AUTONOMY NETWORK,JURATE KROKYS,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1503169,40.0374048,2243,FALSE,TRUE
3844,393445,4.21899E+11,126515001,6030,603,ROXBOROUGH HIGH SCHOOL,Roxborough High School,Roxborough,1924,HIGH,NEIGHBORHOOD,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,PROGRAMS,1,PRIORITY,4,N/A,6498 RIDGE AVE.,PHILADELPHIA,PA,19128,215-487-4464,215-487-4843,www.philasd.org/schools/roxborough,DANA JENKINS,NEIGHBORHOOD NETWORK 6,JERMALL WRIGHT,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.2230651,40.037329,570,FALSE,TRUE
3861,393427,4.21899E+11,126515001,6040,604,"SAUL, WALTER B. HIGH SCHOOL",Walter B. Saul High School,Saul,1950,HIGH,SPECIAL ADMIT,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,COMPREHENSIVE,1,NO DESIGNATION,4,N/A,7100 HENRY AVE.,PHILADELPHIA,PA,19128,215-487-4467,215-487-4844,www.philasd.org/schools/saul,TAMERA CONAWAY,AUTONOMY NETWORK,JURATE KROKYS,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.221315,40.0494545,568,FALSE,TRUE
3843,393430,4.21899E+11,126515001,6050,605,"GIRLS, PHILA HIGH SCHOOL FOR",Philadelphia High School for Girls,Girls,1956,HIGH,SPECIAL ADMIT,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,REWARD (HIGH ACHIEVEMENT),8,N/A,1400 W. OLNEY AVE.,PHILADELPHIA,PA,19141,215-276-5258,215-276-5738,www.philasd.org/schools/girlshigh,PARTHENIA MOORE,AUTONOMY NETWORK,JURATE KROKYS,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1460194,40.0384924,1167,FALSE,TRUE
6675,393381,4.21899E+11,126515001,6060,606,"KING, MARTIN LUTHER HIGH SCH.",Martin Luther King High School,MLK,1972,HIGH,NEIGHBORHOOD,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,TURNAROUND,2011-2012,N/A,PROGRAMS,1,PRIORITY,8,N/A,6100 STENTON AVE.,PHILADELPHIA,PA,19138,215-276-5253,215-276-5844,www.philasd.org/schools/mlking,KEISHA WILKINS,TURNAROUND NETWORK,ERIC BECOATS,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.16074,40.0558322,949,FALSE,TRUE
